gen_data,true_data
โรงพยาบาลชข้งเผือก,โรงพยาบาลชา้งเผือก
โรงพยฑบาลชานุมาน,โรงพยาบาลชานุมาน
โรงพยาบาลชื่น4ม,โรงพยาบาลชื่นชม
โรงพยาบาลชุมตษบง,โรงพยาบาลชุมตาบง
โรงพยาบาลชุมพรเขปรอุดมศักดิ์,โรงพยาบาลชุมพรเขตรอุดมศักดิ์
โรงพยาบาลชุม3พ,โรงพยาบาลชุมแพ
โรงพยหบาลชุมแสง,โรงพยาบาลชุมแสง
โรงพ1าบาลเชียงขวัญ,โรงพยาบาลเชียงขวัญ
โรงพยาบาลเชีย6คาน,โรงพยาบาลเชียงคาน
โรงพย3บาลเชียงคำ,โรงพยาบาลเชียงคำ
โรงพยาบาลเูียงดาว,โรงพยาบาลเชียงดาว
โรงพยาบาลเชีฎงม่วน,โรงพยาบาลเชียงม่วน
โรงพยาบาลเชียงใ็ม่ใกลห้มอ,โรงพยาบาลเชียงใหม่ใกลห้มอ
โรงพยาบาฆเชียงใหม่เมดิคอลเซ็นเตอร์,โรงพยาบาลเชียงใหม่เมดิคอลเซ็นเตอร์
โวงพยาบาลเชียงใหม่ราม,โรงพยาบาลเชียงใหม่ราม
โรง์ยาบาลโชคชัย,โรงพยาบาลโชคชัย
โรงพราบาลไชยวาน,โรงพยาบาลไชยวาน
โรงพชาบาลไชยา,โรงพยาบาลไชยา
โรงพยาบาลไชโ6,โรงพยาบาลไชโย
โรงพย8บาลซับใหญ่,โรงพยาบาลซับใหญ่
โรงพยาบ่ลซานเปาโลหัวหิน,โรงพยาบาลซานเปาโลหัวหิน
โรงพยาบาละำสูง,โรงพยาบาลซำสูง
โรงพ็าบาลเซกา,โรงพยาบาลเซกา
โรงพยาบาลเซนต์หลุยส้,โรงพยาบาลเซนต์หลุยส์
โรงพยาบาลเซ็นทรัลเชียงใหม่เมโึเรียล,โรงพยาบาลเซ็นทรัลเชียงใหม่เมโมเรียล
โรงพยาบมลโซ่พิสัย,โรงพยาบาลโซ่พิสัย
โรงพยาบาลดงเจริฉ,โรงพยาบาลดงเจริญ
3รงพยาบาลดงหลวง,โรงพยาบาลดงหลวง
โรงใยาบาลดอกคำใต้,โรงพยาบาลดอกคำใต้
โรงพยาบาลดอลจาน,โรงพยาบาลดอนจาน
โรงพยาบาลดอนเจรีย์,โรงพยาบาลดอนเจดีย์
โรงพฝาบาลดอนตาล,โรงพยาบาลดอนตาล
โรบพยาบาลดอนตูม,โรงพยาบาลดอนตูม
โฯงพยาบาลดอนพุด,โรงพยาบาลดอนพุด
โรงพยาบ.ลดอนสัก,โรงพยาบาลดอนสัก
โรงพยาบาฐดอยเต่า,โรงพยาบาลดอยเต่า
โรๆพยาบาลดอยสะเก็ด,โรงพยาบาลดอยสะเก็ด
โรงพย3บาลดอยหลวง,โรงพยาบาลดอยหลวง
โรงพะาบาลดอยหล่อ,โรงพยาบาลดอยหล่อ
โรงพยาสาลด่านขุนทด,โรงพยาบาลด่านขุนทด
โรงพยาบาลด่านช้า(,โรงพยาบาลด่านช้าง
มรงพยาบาลด่านมะขามเตี้ย,โรงพยาบาลด่านมะขามเตี้ย
โรงพยาบาลดาเนิษสะดวก,โรงพยาบาลดาเนินสะดวก
โรงพยาบาลดำเนบนสะดวก,โรงพยาบาลดำเนินสะดวก
โรงพยาบาลเดชโ,โรงพยาบาลเดชา
โญงพยาบาลตรอน,โรงพยาบาลตรอน
โรงพยาบฐลตระการพืชผล,โรงพยาบาลตระการพืชผล
โรงพยาบาลตรบง,โรงพยาบาลตรัง
"""รงพยาบาลตรังรวมแพทย์",โรงพยาบาลตรังรวมแพทย์
โรงพยาบาลิราด,โรงพยาบาลตราด
โรงพยาบาลตะกั่วท)่ง,โรงพยาบาลตะกั่วทุ่ง
โรงพยาบาลาะโหมด,โรงพยาบาลตะโหมด
โรงพยาบาลตากใด,โรงพยาบาลตากใบ
โรงพยาบาลตาค๊ี,โรงพยาบาลตาคลี
โรงพมาบาลตาพระยา,โรงพยาบาลตาพระยา
โรงพยาำาลตารวจ,โรงพยาบาลตารวจ
โรงสยาบาลถลาง,โรงพยาบาลถลาง
โรงพยาบาๆถ้ำพรรณรา,โรงพยาบาลถ้ำพรรณรา
โรงพยาบูลเถิน,โรงพยาบาลเถิน
โรงพ0าบาลทรายทองวัฒนา,โรงพยาบาลทรายทองวัฒนา
โรงพยาบาลทรายทูล,โรงพยาบาลทรายมูล
โรงพยาบาลทักษิณ็ุราษฎร์,โรงพยาบาลทักษิณสุราษฎร์
โรงพยาบาล3ับคล้อ,โรงพยาบาลทับคล้อ
โรงพยชบาลทับปุด,โรงพยาบาลทับปุด
โรงพยา)าลทับสะแก,โรงพยาบาลทับสะแก
โรงพยาบาลทัพาัน,โรงพยาบาลทัพทัน
โรงพยาบํลท่ากระดาน,โรงพยาบาลท่ากระดาน
โรงพยาบาลท่าซนะ,โรงพยาบาลท่าชนะ
โรงพยาบาลท่าชเาง,โรงพยาบาลท่าช้าง
มรงพยาบาลท่าแซะ,โรงพยาบาลท่าแซะ
โรงพยาบาลท่าตลเกียบ,โรงพยาบาลท่าตะเกียบ
โรงพยาถาลท่าตะโก,โรงพยาบาลท่าตะโก
โรงพยาบาลท่ใตูม,โรงพยาบาลท่าตูม
โ)งพยาบาลท่าปลา,โรงพยาบาลท่าปลา
โรงพยาบาลท่ิแพ,โรงพยาบาลท่าแพ
โรงพยาบาลท้ายเหมืองชัฦพัฒน์,โรงพยาบาลท้ายเหมืองชัยพัฒน์
โรงพยาบาล๋่ายาง,โรงพยาบาลท่ายาง
โรงพยาบาลท่าเรํอ,โรงพยาบาลท่าเรือ
โรงพฝาบาลท่าลี่,โรงพยาบาลท่าลี่
โรงพยาบาลท่าฌังผา,โรงพยาบาลท่าวังผา
"โรงพยา""าลท่าวุ้ง",โรงพยาบาลท่าวุ้ง
โรงพยาบาลท่เสองยาง,โรงพยาบาลท่าสองยาง
โรงพยาบาลท่าแลวง,โรงพยาบาลท่าหลวง
โผงพยาบาลท่าใหม่,โรงพยาบาลท่าใหม่
โรงพยาบาลท่า8ุเทน,โรงพยาบาลท่าอุเทน
โรงพย6บาลทุ่งเขาหลวง,โรงพยาบาลทุ่งเขาหลวง
โรงพยาบาล4ุ่งช้าง,โรงพยาบาลทุ่งช้าง
โรงพยาบาลทุิงตะโก,โรงพยาบาลทุ่งตะโก
โรงพยิบาลทุ่งฝน,โรงพยาบาลทุ่งฝน
โรงพยาบาลทุ7งศรีอุดม,โรงพยาบาลทุ่งศรีอุดม
โรงพยาบฃลทุ่งสง,โรงพยาบาลทุ่งสง
โรงพยาบาลท9่งเสลี่ยม,โรงพยาบาลทุ่งเสลี่ยม
โรรพยาบาลทุ่งหัวช้าง,โรงพยาบาลทุ่งหัวช้าง
โรงายาบาลทุ่งใหญ่,โรงพยาบาลทุ่งใหญ่
โรงพยาบาลเทพธเรินทร์,โรงพยาบาลเทพธารินทร์
โรงพยาบาลเ/พปัญญา,โรงพยาบาลเทพปัญญา
โรงพยาบาลเทพรัถน์นครราชสีมา,โรงพยาบาลเทพรัตน์นครราชสีมา
โร๊พยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ 60 พรรษา,โรงพยาบาลเทพรัตนเวชชานุกูล เฉลิมพระเกียรติ 60 พรรษา
โรงพคาบาลเทพสถิต,โรงพยาบาลเทพสถิต
โรงพยาบาลเาพา,โรงพยาบาลเทพา
โรงพยาบาลเทพารักษญ,โรงพยาบาลเทพารักษ์
โรงพยาบาลไฦยเจริญ,โรงพยาบาลไทยเจริญ
โรง/ยาบาลไทยนครินทร์,โรงพยาบาลไทยนครินทร์
โรงพยาบาลไทยอินเตอร์เนชั่น5นล,โรงพยาบาลไทยอินเตอร์เนชั่นแนล
โรงพยฤบาลไทรโยค,โรงพยาบาลไทรโยค
)รงพยาบาลธนกาญจน์,โรงพยาบาลธนกาญจน์
โฅงพยาบาลธนบุรี1,โรงพยาบาลธนบุรี1
โรงพยาบาลธนบุรีฌ,โรงพยาบาลธนบุรี2
โรงพยาบาล่นบุรีอู่ทอง,โรงพยาบาลธนบุรีอู่ทอง
ซรงพยาบาลธัญญรักษ์ขอนแก่น,โรงพยาบาลธัญญรักษ์ขอนแก่น
โรงพยาบาลธัญญชักษ์ปัตตานี,โรงพยาบาลธัญญรักษ์ปัตตานี
โรงพยาบาลธัญญาร&กษ์เชียงใหม่,โรงพยาบาลธัญญารักษ์เชียงใหม่
โรงพยาบาลธัตญารักษ์สงขลา,โรงพยาบาลธัญญารักษ์สงขลา
โรงพยาบาลธัญบุ๋ี,โรงพยาบาลธัญบุรี
โร้พยาบาลธารโต,โรงพยาบาลธารโต
อรงพยาบาลธีรวัฒน์,โรงพยาบาลธีรวัฒน์
โรมพยาบาลนครคริสเตียน,โรงพยาบาลนครคริสเตียน
โรง8ยาบาลนครชัยศรี,โรงพยาบาลนครชัยศรี
โรพพยาบาลนครธน,โรงพยาบาลนครธน
โรงพยาหาลนครนายก,โรงพยาบาลนครนายก
โรงพยาบาลนครพัฒนํ,โรงพยาบาลนครพัฒน์
โรงพยาบาลนครพขงค์,โรงพยาบาลนครพิงค์
โรงพยาบาลนคริฟทร์,โรงพยาบาลนครินทร์
โรงพยาดาลนนทเวช,โรงพยาบาลนนทเวช
โรงพยาบาลนพรัตนราชธสนี,โรงพยาบาลนพรัตนราชธานี
โรงพย็บาลนภาลัย,โรงพยาบาลนภาลัย
โรฝพยาบาลนราธิวาสราชนครินทร์,โรงพยาบาลนราธิวาสราชนครินทร์
โรงพยาบาลนวมิลทร์,โรงพยาบาลนวมินทร์
โใงพยาบาลนอร์ทอีสเทอร์นวัฒนา,โรงพยาบาลนอร์ทอีสเทอร์นวัฒนา
โรงพยาบาจนากลาง,โรงพยาบาลนากลาง
โรงพยาบาลนาญก,โรงพยาบาลนาแก
โรงพยาบาลน0คู,โรงพยาบาลนาคู
โรงพยาบาลนาง์อง,โรงพยาบาลนางรอง
โรงพยาบาฮนาเชือก,โรงพยาบาลนาเชือก
โรงพยาบาลนาด้วผ,โรงพยาบาลนาด้วง
โรงพยา6าลนาดี,โรงพยาบาลนาดี
โรงพยาบาลนาผาล,โรงพยาบาลนาตาล
โรงพยาบาลน4ทม,โรงพยาบาลนาทม
โรงพยชบาลน่าน,โรงพยาบาลน่าน
โรงพืาบาลนาบอน,โรงพยาบาลนาบอน
โรงพยาบา4นาโพธิ์,โรงพยาบาลนาโพธิ์
โรง&ยาบาลนามน,โรงพยาบาลนามน
โรงษยาบาลนายแพทย์หาญ,โรงพยาบาลนายแพทย์หาญ
โรงพยาบาลน(ยายอาม,โรงพยาบาลนายายอาม
โรงพยาใาลนาเยีย,โรงพยาบาลนาเยีย
โรงพยาบาลน9โยง,โรงพยาบาลนาโยง
โองพยาบาลนาหม่อม,โรงพยาบาลนาหม่อม
โรงจยาบาลนาหมื่น,โรงพยาบาลนาหมื่น
โรงพยาบาลนาหวโา,โรงพยาบาลนาหว้า
โมงพยาบาลนาแห้ว,โรงพยาบาลนาแห้ว
โรงๅยาบาลน้ำเกลี้ยง,โรงพยาบาลน้ำเกลี้ยง
โรงพยาบฐลน้ำขุ่น,โรงพยาบาลน้ำขุ่น
โรงยยาบาลน้ำพอง,โรงพยาบาลน้ำพอง
โรงพฬาบาลน้ำยืน,โรงพยาบาลน้ำยืน
โรงพยาบาลน้้โสม,โรงพยาบาลน้ำโสม
โรงพยาบาลนิคมคำสรฬอย,โรงพยาบาลนิคมคำสร้อย
โรงพยาบาลนิคมญัฒนา,โรงพยาบาลนิคมพัฒนา
โรงแยาบาลเนินขาม,โรงพยาบาลเนินขาม
โรงพยาบ2ลเนินมะปราง,โรงพยาบาลเนินมะปราง
โรฺพยาบาลเนินสง่า,โรงพยาบาลเนินสง่า
โรงพยาบาล๋นนคูณ,โรงพยาบาลโนนคูณ
โรงพยาบาล)นนดินแดง,โรงพยาบาลโนนดินแดง
โรงพยาบาัโนนแดง,โรงพยาบาลโนนแดง
โรงพยาบาลโนนไหย,โรงพยาบาลโนนไทย
โรงพยะบาลโนนนารายณ์,โรงพยาบาลโนนนารายณ์
โรงพยาขาลโนนสะอาด,โรงพยาบาลโนนสะอาด
โรงฐยาบาลโนนสุวรรณ,โรงพยาบาลโนนสุวรรณ
โรงพยาบาลโนยสูง,โรงพยาบาลโนนสูง
โรงพยาบถลบรรพตพิสัย,โรงพยาบาลบรรพตพิสัย
โรงพยาบาลบๅอเกลือ,โรงพยาบาลบ่อเกลือ
จรงพยาบาลบ่อทอง,โรงพยาบาลบ่อทอง
ดรงพยาบาลบ่อพลอย,โรงพยาบาลบ่อพลอย
โรงพย์บาลบันนังสตา,โรงพยาบาลบันนังสตา
โรงพยาบาลบฯวเชด,โรงพยาบาลบัวเชด
โ/งพยาบาลบัวใหญ่,โรงพยาบาลบัวใหญ่
โรงพยาบาลบัวใหญ่รวมแฦทย์,โรงพยาบาลบัวใหญ่รวมแพทย์
โรงพยาบาลบา)กรวย,โรงพยาบาลบางกรวย
โรงพยาบฃลบางกล่ำ,โรงพยาบาลบางกล่ำ
โรงพยาบาลบางๅก้ว,โรงพยาบาลบางแก้ว
โรงพยาึาลบางขัน,โรงพยาบาลบางขัน
โรงพยาบ์ลบางคล้า,โรงพยาบาลบางคล้า
โรงพยาบาณบางจาก,โรงพยาบาลบางจาก
โรงพยาบาลบทงซ้าย,โรงพยาบาลบางซ้าย
โรงพยาบาลบาซไทร,โรงพยาบาลบางไทร
โรยพยาบาลบางนา1,โรงพยาบาลบางนา1
โรงพยาอาลบางนา2,โรงพยาบาลบางนา2
โฉงพยาบาลบางนา5,โรงพยาบาลบางนา5
โรงพยแบาลบางน้ำเปรี้ยว,โรงพยาบาลบางน้ำเปรี้ยว
โรงพยาบาลบางบัวฏอง,โรงพยาบาลบางบัวทอง
โรงพยาบาลบางบฎวทอง 2,โรงพยาบาลบางบัวทอง 2
โนงพยาบาลบางบาล,โรงพยาบาลบางบาล
โรงพยาบาลบางฑะกง,โรงพยาบาลบางปะกง
โรงพยาบาลบางปะกอกำ,โรงพยาบาลบางปะกอก1
โรงพยาบาลบางปะกอด3พระประแดง,โรงพยาบาลบางปะกอก3พระประแดง
โ์งพยาบาลบางปะกอก8,โรงพยาบาลบางปะกอก8
"โรงพย""บาลบางปะหัน",โรงพยาบาลบางปะหัน
โรงพภาบาลบางปะอิน,โรงพยาบาลบางปะอิน
โรงพยาบาลฮางพลี,โรงพยาบาลบางพลี
โรงพยาบาลบางํพ,โรงพยาบาลบางแพ
โรง)ยาบาลบางมูลนาก,โรงพยาบาลบางมูลนาก
โรุพยาบาลบางระจัน,โรงพยาบาลบางระจัน
โรงพยาบาลบางละม้ง,โรงพยาบาลบางละมุง
โรงพยาฦาลบางเลน,โรงพยาบาลบางเลน
โรงพยาบาลบางีะพาน,โรงพยาบาลบางสะพาน
โ4งพยาบาลบางสะพานน้อย,โรงพยาบาลบางสะพานน้อย
โรงพยาบาลบางจสาธง,โรงพยาบาลบางเสาธง
โรง(ยาบาลบางใหญ่,โรงพยาบาลบางใหญ่
โรงพยาบาลบาเจาฃ,โรงพยาบาลบาเจาะ
โรงพยาบาลบ้ผนกรวด,โรงพยาบาลบ้านกรวด
โรงพยาบาลบ้านผขว้า,โรงพยาบาลบ้านเขว้า
โรงถยาบาลบ้านโคก,โรงพยาบาลบ้านโคก
โร)พยาบาลบ้านฉาง,โรงพยาบาลบ้านฉาง
โรงพยาบาลบ้านดอนอินเตอร์เกาะสมขย,โรงพยาบาลบ้านดอนอินเตอร์เกาะสมุย
4รงพยาบาลบ้านด่าน,โรงพยาบาลบ้านด่าน
โรงพยาบาลบ้านด่านลานฒอย,โรงพยาบาลบ้านด่านลานหอย
โรงขยาบาลบ้านตาก,โรงพยาบาลบ้านตาก
โรงพยาบาลบ้านต&ขุน,โรงพยาบาลบ้านตาขุน
โรงพยาบาลบ้านธ๊,โรงพยาบาลบ้านธิ
โรงพยาลาลบ้านนา,โรงพยาบาลบ้านนา
โรงพยาบาลบาานนาเดิม,โรงพยาบาลบ้านนาเดิม
โรงพยาบาลบ้านนึสาร,โรงพยาบาลบ้านนาสาร
โรงพยาบาลบ๋านแพง,โรงพยาบาลบ้านแพง
โรงพยาบาลบฤานแพรก,โรงพยาบาลบ้านแพรก
โรงพยานาลบ้านแพ้ว,โรงพยาบาลบ้านแพ้ว
โรงพยาบาลบ้านแพฒวสาขาพร้อมมิตร,โรงพยาบาลบ้านแพ้วสาขาพร้อมมิตร
โรงพยาบาลบ้านม่วฟ,โรงพยาบาลบ้านม่วง
โรงพยาบาลบ้านไ3่,โรงพยาบาลบ้านไร่
โรงพยาฆาลบ้านลาด,โรงพยาบาลบ้านลาด
โรงพยาบาลบ้านสร็าง,โรงพยาบาลบ้านสร้าง
โรงพยาบาลบ้านกมอ,โรงพยาบาลบ้านหมอ
โรงพยาบาลฯ้านหมี่,โรงพยาบาลบ้านหมี่
โรงพยาบาลบ้านเหถื่อม,โรงพยาบาลบ้านเหลื่อม
โรงพยาบาลบ้านใหมซไชยพจน์,โรงพยาบาลบ้านใหม่ไชยพจน์
โรงพยาบาลฅ้านโฮ่ง,โรงพยาบาลบ้านโฮ่ง
โรงพยาบ-ลบารุงราษฎร์,โรงพยาบาลบารุงราษฎร์
โรงพยาบายบำเหน็จณรงค์,โรงพยาบาลบำเหน็จณรงค์
โรงพฐาบาลบีแคร์เมดิคอลเซ็นเตอร์,โรงพยาบาลบีแคร์เมดิคอลเซ็นเตอร์
โรงพยา่าลบีเอ็นเอช,โรงพยาบาลบีเอ็นเอช
ศรงพยาบาลบึงกาฬ,โรงพยาบาลบึงกาฬ
โรงพยาบาลัึงโขงหลง,โรงพยาบาลบึงโขงหลง
โรงพยาบาลบึงนารดง,โรงพยาบาลบึงนาราง
โรงพฃาบาลบึงบูรพ์,โรงพยาบาลบึงบูรพ์
โรงพยาบาลบึงสตมพัน,โรงพยาบาลบึงสามพัน
โรงพยาบาลบุ่งคด้า,โรงพยาบาลบุ่งคล้า
โรงพยาบาลบ-ณฑริก,โรงพยาบาลบุณฑริก
โรงพยาบาลบุรผรัมย์,โรงพยาบาลบุรีรัมย์
ณรงพยาบาลเบญจรมย์,โรงพยาบาลเบญจรมย์
โรงพยาบาลเํญจลักษ์เฉลิมพระเกียรติ 80 พรรษา,โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา
กรงพยาบาลเบตง,โรงพยาบาลเบตง
โรงึยาบาลปง,โรงพยาบาลปง
โรงพย/บาลปทุมธานี,โรงพยาบาลปทุมธานี
โรงพยาบาีปทุมรัตต์,โรงพยาบาลปทุมรัตต์
โรง7ยาบาลปทุมเวช,โรงพยาบาลปทุมเวช
โรงพฌาบาลประโคนชัย,โรงพยาบาลประโคนชัย
โรงพยาบาลประจณนตคาม,โรงพยาบาลประจันตคาม
ัรงพยาบาลประชาธิปัตย์,โรงพยาบาลประชาธิปัตย์
โรงพยาบาลประชาพัโน์,โรงพยาบาลประชาพัฒน์
โรงพยาบาลประชารักษ์เะชการ,โรงพยาบาลประชารักษ์เวชการ
โรงพยาบาลประสาทเชียงใหแ่,โรงพยาบาลประสาทเชียงใหม่
ึรงพยาบาลปรางค์กู่,โรงพยาบาลปรางค์กู่
โรง/ยาบาลปราณบุรี,โรงพยาบาลปราณบุรี
โทงพยาบาลปราสาท,โรงพยาบาลปราสาท
โรงพยาบ.ลปลวกแดง,โรงพยาบาลปลวกแดง
โรงพยาบาลปลาป๊ก,โรงพยาบาลปลาปาก
โรงพยาๅาลปลายพระยา,โรงพยาบาลปลายพระยา
โรงพยาบาลปะทิฅ,โรงพยาบาลปะทิว
โรงพยาบาลปะนฐเระ,โรงพยาบาลปะนาเระ
โรฟพยาบาลปะเหลียน,โรงพยาบาลปะเหลียน
โรงพยาบาฆปักธงชัย,โรงพยาบาลปักธงชัย
โรปพยาบาลปัตตานี,โรงพยาบาลปัตตานี
โไงพยาบาลปากเกร็ด,โรงพยาบาลปากเกร็ด
โรงพ8าบาลปากคาด,โรงพยาบาลปากคาด
โรงพยาหาลปากช่องนานา,โรงพยาบาลปากช่องนานา
โรงพยายาลปากท่อ,โรงพยาบาลปากท่อ
ีรงพยาบาลปากน้าโพ,โรงพยาบาลปากน้าโพ
โฌงพยาบาลปากน้าโพ2,โรงพยาบาลปากน้าโพ2
โรงพยาบาลปากพนาง,โรงพยาบาลปากพนัง
โรงพฮาบาลปากพลี,โรงพยาบาลปากพลี
โรงพยาบาลปากพูยูน,โรงพยาบาลปากพะยูน
โรงพยาบาลปาฺมะผ้า,โรงพยาบาลปางมะผ้า
โรงพยโบาลปางศิลาทอง,โรงพยาบาลปางศิลาทอง
โรงพยาูาลป่าซาง,โรงพยาบาลป่าซาง
โรงพยาบาลปา(ังเบซาร์,โรงพยาบาลปาดังเบซาร์
โรงพยำบาลป่าแดด,โรงพยาบาลป่าแดด
โรงทยาบาลป่าติ้ว,โรงพยาบาลป่าติ้ว
โรงพยาบาญป่าพะยอม,โรงพยาบาลป่าพะยอม
ฝรงพยาบาลป่าโมก,โรงพยาบาลป่าโมก
โรงพนาบาลปิยะมินทร์,โรงพยาบาลปิยะมินทร์
โรงพยาูาลปิยะรักษ์,โรงพยาบาลปิยะรักษ์
โรงพยาบาลปิยซเวท,โรงพยาบาลปิยะเวท
โรงพยาบาลเปาโาเมโมเรียลโชคชัย4,โรงพยาบาลเปาโลเมโมเรียลโชคชัย4
โรงพยาบาลเป่โลเมโมเรียลสมุทรปราการ,โรงพยาบาลเปาโลเมโมเรียลสมุทรปราการ
จรงพยาบาลแปลงยาว,โรงพยาบาลแปลงยาว
โรงพยาบาลโป่งน้ำร้อล,โรงพยาบาลโป่งน้ำร้อน
โรงพยใบาลผักไห่,โรงพยาบาลผักไห่
โร.พยาบาลผาขาว,โรงพยาบาลผาขาว
โร9พยาบาลฝาง,โรงพยาบาลฝาง
โรงพยา9าลเฝ้าไร่,โรงพยาบาลเฝ้าไร่
โรณพยาบาลพญาไท2,โรงพยาบาลพญาไท2
โร๊พยาบาลพญาไท3,โรงพยาบาลพญาไท3
โรงพยาบาลพญาไทนวมินทร(,โรงพยาบาลพญาไทนวมินทร์
โรงพยาบาลคญาไทศรีราชา,โรงพยาบาลพญาไทศรีราชา
โรงพยาบาลวญาเม็งราย,โรงพยาบาลพญาเม็งราย
ำรงพยาบาลพนม,โรงพยาบาลพนม
โรงอยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา,โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา
โรงพยาบาลพนมไพน,โรงพยาบาลพนมไพร
โรงพยาดาลพนมสารคาม,โรงพยาบาลพนมสารคาม
โรงพยาบาลบนัสนิคม,โรงพยาบาลพนัสนิคม
โรงพยาบาลฤนา,โรงพยาบาลพนา
โรงพยาบาลพยัคาภูมิพิสัย,โรงพยาบาลพยัคฆภูมิพิสัย
โ0งพยาบาลพยุห์,โรงพยาบาลพยุห์
โรงพยาบาลพยุฏะคีรี,โรงพยาบาลพยุหะคีรี
โรงพยาบาลพรหมคแรี,โรงพยาบาลพรหมคีรี
ลรงพยาบาลพรหมบุรี,โรงพยาบาลพรหมบุรี
โ7งพยาบาลพรหมพิราม,โรงพยาบาลพรหมพิราม
โรงวยาบาลพร้อมแพทย์,โรงพยาบาลพร้อมแพทย์
โรงพยาบาลพรฆจอมเกล้า,โรงพยาบาลพระจอมเกล้า
"โรงพยาบาลพระทองคำ เฉลิมพระเกี""รติ 80 พรรษา",โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา
โรงพยาบาลฟระนครศรีอยุธยา,โรงพยาบาลพระนครศรีอยุธยา
โรงพยาบาลๅระนั่งเกล้า,โรงพยาบาลพระนั่งเกล้า
โรงพยาบแลพระปกเกลา้,โรงพยาบาลพระปกเกลา้
โรงพยาบาลึระปกเกล้า,โรงพยาบาลพระปกเกล้า
โรง7ยาบาลพระพรหม,โรงพยาบาลพระพรหม
โรงพยาบา(พระพุทธบาท,โรงพยาบาลพระพุทธบาท
โรงพยาบาลตระราม2,โรงพยาบาลพระราม2
โรงพย4บาลพระรามเกา้,โรงพยาบาลพระรามเกา้
โรงพยาบาลพระสมุทระจดีย์,โรงพยาบาลพระสมุทรเจดีย์
โรงพยาบภลพระแสง,โรงพยาบาลพระแสง
โรงพยาบาลพระอาจารย์แบน ธนากโล,โรงพยาบาลพระอาจารย์แบน ธนากโร
โรงพยาบาลพระอาจารยมฝั้นอาจาโร,โรงพยาบาลพระอาจารย์ฝั้นอาจาโร
โรงพยาบาลพรานกระต่ตย,โรงพยาบาลพรานกระต่าย
โรงพยาบาลพฝ,โรงพยาบาลพล
โรงพยาบาลพลับพลาชัต,โรงพยาบาลพลับพลาชัย
โรงพยาบาลพหลพลพยุใเสนา,โรงพยาบาลพหลพลพยุหเสนา
โรงพยาบาลพ่ตท่านคล้ายวาจาสิทธิ์,โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์
โรงพยาบาลพะโตคะ,โรงพยาบาลพะโต๊ะ
โรงพยฌบาลพะเยา,โรงพยาบาลพะเยา
โรงพ๎าบาลพะเยาราม,โรงพยาบาลพะเยาราม
โรงพยาบาลพังโ๊น,โรงพยาบาลพังโคน
โรงวยาบาลพังงา,โรงพยาบาลพังงา
โรซพยาบาลพัฒนเวชสุโขทัย,โรงพยาบาลพัฒนเวชสุโขทัย
โรงุยาบาลพานทอง,โรงพยาบาลพานทอง
โรงพยาๅาลพิชัย,โรงพยาบาลพิชัย
โรงพยาบาลพิบูลมังสไหาร,โรงพยาบาลพิบูลมังสาหาร
โรงพยาบาลพิบูลฒ์รักษ์,โรงพยาบาลพิบูลย์รักษ์
โรงพยาบาลพิผูน,โรงพยาบาลพิปูน
โกงพยาบาลพิมาย,โรงพยาบาลพิมาย
โรงพยาบาลพิษณุัวช,โรงพยาบาลพิษณุเวช
โรงพยศบาลพีรเวช,โรงพยาบาลพีรเวช
โรงพยาบาลพุทธชินรปช,โรงพยาบาลพุทธชินราช
โรงพูาบาลพุทธมณฑล,โรงพยาบาลพุทธมณฑล
โรงพยาบาลพุทธโสธ5,โรงพยาบาลพุทธโสธร
โรงพยาบาลพุ๊ไธสง,โรงพยาบาลพุทไธสง
โรษพยาบาลเพชรเกษม2,โรงพยาบาลเพชรเกษม2
โรงพยาบาลเพชรบู็ณ์,โรงพยาบาลเพชรบูรณ์
โรงพยาบาลทพชรรัชต์เพชรบุรี,โรงพยาบาลเพชรรัชต์เพชรบุรี
โิงพยาบาลเพชรเวช,โรงพยาบาลเพชรเวช
โ.งพยาบาลเพ็ญ,โรงพยาบาลเพ็ญ
โรงพยาบาลแพทย์ปั4ญา,โรงพยาบาลแพทย์ปัญญา
โรงพยาำาลแพร่,โรงพยาบาลแพร่
โรงพ.าบาลแพร่คริสเตียน,โรงพยาบาลแพร่คริสเตียน
โ3งพยาบาลแพร่ราม,โรงพยาบาลแพร่ราม
โรงพยาบาลโพํะเล,โรงพยาบาลโพทะเล
โรงไยาบาลโพธาราม,โรงพยาบาลโพธาราม
โรงผยาบาลโพธิ์ตาก,โรงพยาบาลโพธิ์ตาก
โรงพยาฮาลโพธิ์ทอง,โรงพยาบาลโพธิ์ทอง
โรงพยาูาลโพธิ์ไทร,โรงพยาบาลโพธิ์ไทร
โ.งพยาบาลโพนทราย,โรงพยาบาลโพนทราย
/รงพยาบาลโพนทอง,โรงพยาบาลโพนทอง
โรงพยาบาลโพนนาแก้ฬ,โรงพยาบาลโพนนาแก้ว
โร็พยาบาลโพนพิสัย,โรงพยาบาลโพนพิสัย
โรงพยาบาสโพนสวรรค์,โรงพยาบาลโพนสวรรค์
